Diameter distribution(Å)
1.736577000000000126e+01,1.370565000000000033e+01,1.022273999999999994e+01,7.124749999999999694e+00,5.048589999999999911e+00,4.490050000000000097e+00,4.693850000000000300e+00,4.627989999999999604e+00,4.563740000000000130e+00,4.493560000000000443e+00,4.423820000000000086e+00,4.352549999999999919e+00,4.282180000000000319e+00,4.213049999999999962e+00,4.144879999999999676e+00,4.078100000000000058e+00,4.011940000000000062e+00,3.942309999999999981e+00,3.874270000000000103e+00,3.808100000000000041e+00,3.743279999999999941e+00,3.680480000000000196e+00,3.619089999999999918e+00,3.561040000000000205e+00,3.505090000000000039e+00,3.451029999999999820e+00,3.398989999999999956e+00,3.348250000000000171e+00,3.299809999999999910e+00,3.254030000000000200e+00,3.209600000000000009e+00,3.168600000000000083e+00,3.130139999999999922e+00,3.077539999999999942e+00,3.025729999999999809e+00,2.970699999999999896e+00,2.918550000000000200e+00,2.868240000000000123e+00,2.821050000000000058e+00,2.779209999999999958e+00,2.739339999999999886e+00,2.688239999999999963e+00,2.638799999999999812e+00,2.582809999999999828e+00,2.528779999999999806e+00,2.476329999999999920e+00,2.425959999999999894e+00,2.377829999999999888e+00,2.331929999999999836e+00,2.288670000000000204e+00,2.247129999999999850e+00,2.207120000000000193e+00,2.169630000000000170e+00,2.131790000000000074e+00,2.097020000000000106e+00,2.066730000000000178e+00,2.038460000000000161e+00,2.013269999999999893e+00,1.990059999999999940e+00,1.967899999999999983e+00,1.947459999999999969e+00,1.922530000000000072e+00,1.900490000000000013e+00,1.881389999999999896e+00,1.865240000000000009e+00,1.849690000000000056e+00,1.837409999999999988e+00,1.813150000000000039e+00,1.792100000000000026e+00,1.691799999999999971e+00,1.795930000000000026e+00,1.970369999999999955e+00,2.265120000000000022e+00,3.299350000000000005e+00,5.824189999999999756e+00,1.059216999999999942e+01,1.567483000000000004e+01
