Diameter distribution(Å)
1.880864000000000047e+01,1.446565000000000012e+01,1.047943000000000069e+01,8.013419999999999987e+00,6.506709999999999994e+00,6.222800000000000331e+00,6.183769999999999989e+00,6.096980000000000288e+00,6.010609999999999786e+00,5.924920000000000186e+00,5.839039999999999786e+00,5.751999999999999780e+00,5.664729999999999599e+00,5.576920000000000321e+00,5.489469999999999850e+00,5.402730000000000032e+00,5.316480000000000317e+00,5.231180000000000163e+00,5.146460000000000257e+00,5.060030000000000250e+00,4.974079999999999835e+00,4.888429999999999609e+00,4.803020000000000067e+00,4.718560000000000088e+00,4.634369999999999656e+00,4.551099999999999923e+00,4.468440000000000190e+00,4.385900000000000354e+00,4.303700000000000081e+00,4.219949999999999868e+00,4.136840000000000295e+00,4.048910000000000231e+00,3.961770000000000014e+00,3.877040000000000042e+00,3.793309999999999960e+00,3.710049999999999848e+00,3.627839999999999954e+00,3.546429999999999971e+00,3.466130000000000155e+00,3.387779999999999792e+00,3.310490000000000155e+00,3.234739999999999949e+00,3.160250000000000004e+00,3.086920000000000108e+00,3.014949999999999797e+00,2.945640000000000036e+00,2.877629999999999910e+00,2.813019999999999854e+00,2.748439999999999994e+00,2.686300000000000132e+00,2.626339999999999897e+00,2.569840000000000124e+00,2.515229999999999855e+00,2.463529999999999998e+00,2.414019999999999833e+00,2.267230000000000079e+00,2.241639999999999855e+00,2.204549999999999788e+00,2.169770000000000199e+00,2.135850000000000026e+00,2.104080000000000172e+00,2.077160000000000117e+00,2.052820000000000089e+00,1.998890000000000056e+00,1.938849999999999962e+00,1.876840000000000064e+00,1.817090000000000094e+00,1.751540000000000097e+00,1.687850000000000072e+00,1.627000000000000002e+00,1.568270000000000053e+00,1.511090000000000044e+00,1.456199999999999939e+00,1.405319999999999903e+00,1.354400000000000048e+00,1.309809999999999919e+00,1.266180000000000083e+00,1.225889999999999924e+00,1.188890000000000002e+00,1.156740000000000101e+00,1.128239999999999910e+00,1.101410000000000000e+00,1.078310000000000102e+00,1.060659999999999936e+00,1.045630000000000059e+00,1.032610000000000028e+00,1.023530000000000051e+00,9.969200000000000284e-01,1.027109999999999967e+00,1.035989999999999966e+00,1.045579999999999954e+00,1.061160000000000103e+00,1.080680000000000085e+00,1.071039999999999992e+00,1.118349999999999955e+00,1.129550000000000054e+00,1.200520000000000032e+00,1.238909999999999956e+00,1.280350000000000099e+00,1.319860000000000033e+00,1.360689999999999955e+00,1.401429999999999954e+00,1.444239999999999968e+00,1.491340000000000110e+00,1.542640000000000011e+00,1.597839999999999927e+00,1.656330000000000080e+00,1.629280000000000062e+00,1.610389999999999988e+00,1.606670000000000043e+00,1.619169999999999998e+00,1.481840000000000046e+00,2.017290000000000028e+00,3.959429999999999783e+00,7.150330000000000297e+00,1.213153999999999932e+01,1.737518999999999991e+01
