Diameter distribution(Å)
1.598306000000000004e+01,1.279856000000000016e+01,1.005705000000000027e+01,8.532590000000000785e+00,7.631780000000000008e+00,7.326139999999999652e+00,7.359399999999999942e+00,7.271709999999999674e+00,7.184689999999999799e+00,7.098169999999999646e+00,7.012439999999999785e+00,6.927089999999999748e+00,6.842649999999999899e+00,6.750000000000000000e+00,6.658830000000000027e+00,6.588840000000000252e+00,6.520640000000000214e+00,6.441589999999999705e+00,6.363660000000000316e+00,6.287889999999999979e+00,6.213280000000000136e+00,6.139719999999999622e+00,6.067330000000000112e+00,5.996069999999999567e+00,5.926090000000000302e+00,5.857230000000000381e+00,5.789749999999999730e+00,5.716899999999999871e+00,5.645030000000000214e+00,5.571990000000000443e+00,5.499869999999999592e+00,5.428270000000000373e+00,5.356980000000000075e+00,5.286900000000000155e+00,5.217850000000000321e+00,5.150909999999999656e+00,5.083269999999999733e+00,5.018430000000000391e+00,4.953960000000000363e+00,4.891110000000000291e+00,4.829369999999999941e+00,4.768390000000000128e+00,4.708719999999999573e+00,4.650570000000000093e+00,4.593410000000000437e+00,4.539299999999999891e+00,4.485159999999999592e+00,4.432419999999999582e+00,4.380410000000000359e+00,4.331739999999999924e+00,4.284720000000000084e+00,4.241100000000000314e+00,4.195839999999999570e+00,4.153139999999999610e+00,4.112269999999999648e+00,4.069420000000000037e+00,4.028369999999999784e+00,3.988339999999999996e+00,3.949689999999999923e+00,3.912209999999999965e+00,3.875929999999999875e+00,3.841040000000000010e+00,3.806849999999999845e+00,3.776079999999999881e+00,3.746640000000000192e+00,3.718399999999999928e+00,3.692039999999999988e+00,3.669070000000000054e+00,3.647639999999999993e+00,3.628120000000000012e+00,3.610419999999999963e+00,3.594450000000000145e+00,3.580060000000000020e+00,3.568259999999999987e+00,3.558359999999999967e+00,3.550839999999999996e+00,3.544550000000000090e+00,3.541059999999999874e+00,3.539140000000000175e+00,3.540259999999999962e+00,3.543050000000000033e+00,3.545069999999999943e+00,3.548719999999999875e+00,3.541549999999999976e+00,3.536439999999999806e+00,3.405100000000000016e+00,3.409710000000000019e+00,3.437230000000000008e+00,3.466569999999999929e+00,3.500230000000000175e+00,3.534499999999999975e+00,3.551200000000000134e+00,3.569609999999999950e+00,3.570660000000000167e+00,3.573329999999999895e+00,3.564179999999999904e+00,3.556999999999999940e+00,3.553459999999999841e+00,3.548750000000000071e+00,3.549370000000000136e+00,3.552000000000000046e+00,3.553819999999999979e+00,3.557609999999999939e+00,3.567260000000000097e+00,3.576369999999999827e+00,3.589379999999999793e+00,3.604699999999999793e+00,3.620239999999999903e+00,3.638090000000000046e+00,3.658329999999999860e+00,3.680229999999999890e+00,3.704870000000000108e+00,3.731370000000000076e+00,3.759240000000000137e+00,3.788930000000000131e+00,3.821559999999999846e+00,3.854639999999999844e+00,3.890489999999999782e+00,3.927979999999999805e+00,3.966419999999999835e+00,4.006179999999999630e+00,4.046170000000000044e+00,4.087729999999999642e+00,4.131029999999999980e+00,4.175340000000000273e+00,4.221189999999999998e+00,4.268279999999999852e+00,4.317770000000000330e+00,4.368970000000000020e+00,4.422710000000000363e+00,4.478040000000000020e+00,4.534469999999999779e+00,4.592380000000000351e+00,4.652120000000000033e+00,4.712880000000000180e+00,4.774670000000000414e+00,4.837229999999999919e+00,4.902009999999999756e+00,4.967629999999999768e+00,5.035479999999999734e+00,5.103670000000000151e+00,5.172170000000000378e+00,5.240899999999999892e+00,5.314149999999999707e+00,5.387039999999999829e+00,5.458969999999999878e+00,5.531839999999999868e+00,5.608999999999999986e+00,5.686720000000000219e+00,5.763469999999999871e+00,5.840349999999999930e+00,5.919150000000000134e+00,5.997499999999999609e+00,6.079060000000000130e+00,6.160300000000000331e+00,6.241159999999999819e+00,6.322720000000000340e+00,6.406329999999999636e+00,6.489679999999999893e+00,6.570570000000000022e+00,6.652359999999999829e+00,6.733660000000000423e+00,6.816279999999999895e+00,6.899750000000000050e+00,6.984350000000000058e+00,7.069840000000000124e+00,7.156550000000000189e+00,7.240009999999999835e+00,7.324329999999999785e+00,7.408689999999999998e+00,7.493769999999999598e+00,7.579399999999999693e+00,7.665729999999999933e+00,7.753099999999999881e+00,7.841260000000000119e+00,7.929400000000000226e+00,8.018340000000000245e+00,8.107599999999999696e+00,8.197449999999999903e+00,8.291959999999999553e+00,8.383879999999999555e+00,8.477149999999999963e+00,8.571039999999999992e+00,8.628130000000000521e+00,8.966329999999999245e+00,1.023728999999999978e+01,1.242436000000000007e+01,1.677272999999999925e+01,2.173880000000000123e+01
