Diameter distribution(Å)
1.568169999999999931e+01,1.112016000000000027e+01,6.814189999999999969e+00,4.133399999999999963e+00,2.726129999999999942e+00,2.496869999999999923e+00,2.545519999999999783e+00,2.478829999999999867e+00,2.411669999999999980e+00,2.346929999999999961e+00,2.283380000000000187e+00,2.221950000000000092e+00,2.161970000000000169e+00,2.100200000000000067e+00,2.039670000000000094e+00,1.974550000000000027e+00,1.910190000000000055e+00,1.848540000000000072e+00,1.788249999999999895e+00,1.728010000000000046e+00,1.681280000000000108e+00,1.597669999999999924e+00,1.566089999999999982e+00,1.535050000000000026e+00,1.506729999999999903e+00,1.482189999999999896e+00,1.458139999999999992e+00,1.431000000000000050e+00,1.404130000000000100e+00,1.370610000000000106e+00,1.341299999999999937e+00,1.314230000000000009e+00,1.291849999999999943e+00,1.266710000000000003e+00,1.246229999999999949e+00,1.226299999999999946e+00,1.212360000000000104e+00,1.203109999999999902e+00,1.235770000000000035e+00,1.253649999999999931e+00,1.270659999999999901e+00,1.270990000000000064e+00,1.274620000000000086e+00,1.258939999999999948e+00,1.246930000000000094e+00,1.236380000000000035e+00,1.238180000000000058e+00,1.213740000000000041e+00,1.200620000000000021e+00,1.180229999999999890e+00,1.162300000000000111e+00,1.009339999999999904e+00,1.075430000000000108e+00,1.100870000000000015e+00,1.129829999999999890e+00,1.157929999999999904e+00,1.178690000000000015e+00,1.165529999999999955e+00,1.153659999999999908e+00,1.143890000000000073e+00,1.137750000000000039e+00,1.123340000000000005e+00,1.110039999999999916e+00,1.093050000000000077e+00,1.079399999999999915e+00,1.050149999999999917e+00,1.288999999999999924e+00,1.318400000000000016e+00,1.348759999999999959e+00,1.361799999999999899e+00,1.374560000000000004e+00,1.371099999999999985e+00,1.373909999999999965e+00,1.373429999999999929e+00,1.373269999999999991e+00,1.367229999999999945e+00,1.363029999999999964e+00,1.353990000000000027e+00,1.346749999999999892e+00,1.346230000000000038e+00,1.347849999999999993e+00,1.353979999999999961e+00,1.363259999999999916e+00,1.374249999999999972e+00,1.388330000000000064e+00,1.405780000000000030e+00,1.425229999999999997e+00,1.448930000000000051e+00,1.474499999999999922e+00,1.503230000000000066e+00,1.534710000000000019e+00,1.569339999999999957e+00,1.606349999999999945e+00,1.645669999999999966e+00,1.687400000000000011e+00,1.731370000000000076e+00,1.777600000000000069e+00,1.735219999999999985e+00,1.900879999999999903e+00,1.952460000000000084e+00,2.005970000000000031e+00,2.061339999999999950e+00,2.117770000000000152e+00,2.175320000000000142e+00,2.234529999999999905e+00,2.295840000000000103e+00,2.358439999999999870e+00,2.422800000000000065e+00,2.488510000000000222e+00,2.553749999999999964e+00,2.620299999999999851e+00,2.691769999999999996e+00,2.764320000000000110e+00,2.835539999999999949e+00,2.907799999999999940e+00,2.981669999999999821e+00,3.056480000000000086e+00,3.132390000000000008e+00,3.208919999999999995e+00,3.286090000000000177e+00,3.363820000000000032e+00,3.442210000000000214e+00,3.521339999999999915e+00,3.601410000000000000e+00,3.682139999999999969e+00,3.763920000000000154e+00,3.845139999999999780e+00,3.927029999999999799e+00,4.009509999999999685e+00,4.092900000000000205e+00,4.176840000000000330e+00,4.263049999999999784e+00,4.349709999999999965e+00,4.435670000000000002e+00,4.521530000000000271e+00,4.552439999999999820e+00,4.691169999999999618e+00,4.778699999999999726e+00,4.865520000000000067e+00,5.001540000000000319e+00,5.412429999999999630e+00,5.503630000000000244e+00,5.595150000000000290e+00,5.686980000000000146e+00,5.779119999999999813e+00,5.815260000000000318e+00,6.172119999999999607e+00,7.949309999999999654e+00,1.108364000000000082e+01,1.470542000000000016e+01,1.861806999999999945e+01
