Diameter distribution(Å)
1.403453999999999979e+01,9.946820000000000661e+00,6.706800000000000317e+00,5.417550000000000310e+00,5.053860000000000241e+00,4.976449999999999818e+00,4.903010000000000090e+00,4.814479999999999649e+00,4.756789999999999630e+00,4.700219999999999843e+00,4.644379999999999953e+00,4.591479999999999784e+00,4.539500000000000313e+00,4.483290000000000219e+00,4.427749999999999631e+00,4.342880000000000074e+00,4.258930000000000327e+00,4.174920000000000186e+00,4.091580000000000439e+00,4.010819999999999830e+00,3.931360000000000188e+00,3.852749999999999897e+00,3.773050000000000015e+00,3.693400000000000016e+00,3.613230000000000164e+00,3.537100000000000133e+00,3.462260000000000115e+00,3.393969999999999931e+00,3.327719999999999789e+00,3.257429999999999826e+00,3.187460000000000182e+00,3.039940000000000087e+00,3.021809999999999885e+00,2.959820000000000118e+00,2.899430000000000174e+00,2.840749999999999886e+00,2.783609999999999918e+00,2.728320000000000078e+00,2.675429999999999975e+00,2.629140000000000033e+00,2.584470000000000045e+00,2.541599999999999859e+00,2.500669999999999948e+00,2.461860000000000159e+00,2.426079999999999792e+00,2.394839999999999858e+00,2.365720000000000045e+00,2.341019999999999879e+00,2.319339999999999957e+00,2.299789999999999779e+00,2.283520000000000216e+00,2.260569999999999968e+00,2.239780000000000104e+00,2.223710000000000075e+00,2.210290000000000088e+00,2.200019999999999865e+00,2.192060000000000120e+00,2.187679999999999847e+00,2.186310000000000198e+00,2.188359999999999861e+00,2.192520000000000024e+00,2.178809999999999913e+00,2.147639999999999993e+00,2.105929999999999858e+00,2.066640000000000033e+00,2.030050000000000132e+00,1.995239999999999903e+00,1.965510000000000090e+00,1.938269999999999937e+00,1.901950000000000029e+00,1.864679999999999893e+00,1.822859999999999925e+00,1.805819999999999981e+00,1.789989999999999970e+00,1.777439999999999909e+00,1.764659999999999895e+00,1.754320000000000102e+00,1.739300000000000068e+00,1.726560000000000095e+00,1.721710000000000074e+00,1.721200000000000063e+00,1.722949999999999982e+00,1.728790000000000049e+00,1.739409999999999901e+00,1.754280000000000062e+00,1.764650000000000052e+00,1.775819999999999954e+00,1.789150000000000018e+00,1.804570000000000007e+00,1.823039999999999994e+00,1.865429999999999922e+00,1.901129999999999987e+00,1.937089999999999979e+00,1.964609999999999967e+00,1.994950000000000001e+00,2.029500000000000082e+00,2.066469999999999807e+00,2.106120000000000214e+00,2.147860000000000102e+00,2.179699999999999971e+00,2.193319999999999936e+00,2.188390000000000057e+00,2.186589999999999812e+00,2.187069999999999848e+00,2.189680000000000071e+00,2.198840000000000128e+00,2.209979999999999833e+00,2.223440000000000083e+00,2.238929999999999865e+00,2.261210000000000164e+00,2.282859999999999889e+00,2.299850000000000172e+00,2.318000000000000060e+00,2.340949999999999864e+00,2.365429999999999922e+00,2.395020000000000149e+00,2.427160000000000206e+00,2.461819999999999897e+00,2.498860000000000081e+00,2.540470000000000006e+00,2.584429999999999783e+00,2.630970000000000031e+00,2.679240000000000066e+00,2.730459999999999887e+00,2.783980000000000121e+00,2.840059999999999807e+00,2.898249999999999993e+00,2.959000000000000075e+00,3.021910000000000096e+00,3.039719999999999978e+00,3.188919999999999977e+00,3.256050000000000111e+00,3.324840000000000018e+00,3.394019999999999815e+00,3.464939999999999909e+00,3.541539999999999910e+00,3.618520000000000181e+00,3.693569999999999798e+00,3.769919999999999938e+00,3.850800000000000001e+00,3.931280000000000108e+00,4.011949999999999683e+00,4.092999999999999972e+00,4.175589999999999691e+00,4.258989999999999831e+00,4.342999999999999972e+00,4.427529999999999966e+00,4.486869999999999692e+00,4.538619999999999877e+00,4.591849999999999987e+00,4.645360000000000156e+00,4.697149999999999714e+00,4.757130000000000081e+00,4.811049999999999827e+00,4.871389999999999887e+00,4.933489999999999931e+00,5.023799999999999599e+00,5.376579999999999693e+00,6.667950000000000266e+00,1.018106000000000044e+01,1.458418999999999954e+01
