real_name,paper_name,EstimatedLonePairs,num_electroneg_1_3_neighbors,mean_ring_planarity,ElectronegativitySum,Net partial charge,NCO_count,num_nitrogens,num_oxygens,num_sulfurs,num_hbd,num_hba,num_carbon_aromatic_rings,num_nitrogen_aromatic_rings,num_all_cycle_atoms,num_cycle_nitrogens,num_cycle_oxygens,num_cycle_sulfurs,num_cycle_carbons
182,182,17.0,0,0.0264,347.72,0.002,0,10,0,4,10,4,6,2,32,10,0,0,22
