Diameter distribution(Å)
1.329451000000000072e+01,8.134600000000000719e+00,3.237979999999999858e+00,1.789469999999999894e+00,1.786859999999999893e+00,1.698890000000000011e+00,1.613490000000000091e+00,1.689389999999999947e+00,1.777910000000000101e+00,1.774890000000000079e+00,1.774980000000000002e+00,1.777479999999999949e+00,1.783560000000000034e+00,1.728089999999999904e+00,2.252520000000000078e+00,6.640850000000000364e+00,1.190924000000000049e+01,1.649024000000000001e+01,2.113538000000000139e+01
