Diameter distribution(Å)
1.778555000000000064e+01,1.343454999999999977e+01,9.282049999999999912e+00,5.433519999999999683e+00,2.900479999999999947e+00,1.715689999999999937e+00,1.646490000000000009e+00,1.587299999999999933e+00,1.530210000000000070e+00,1.476550000000000029e+00,1.425270000000000037e+00,1.376689999999999969e+00,1.330689999999999928e+00,1.288170000000000037e+00,1.247940000000000049e+00,1.205610000000000070e+00,1.166120000000000045e+00,1.129359999999999919e+00,1.095679999999999987e+00,1.065139999999999976e+00,1.037879999999999914e+00,1.015190000000000037e+00,9.955100000000000060e-01,9.795300000000000118e-01,9.653000000000000469e-01,9.534399999999999542e-01,9.453300000000000036e-01,9.375599999999999490e-01,9.327900000000000080e-01,9.337900000000000089e-01,9.386600000000000499e-01,9.462099999999999955e-01,9.586700000000000221e-01,9.666700000000000292e-01,9.795599999999999863e-01,9.638200000000000101e-01,9.578400000000000247e-01,1.005819999999999936e+00,1.057800000000000074e+00,1.064929999999999932e+00,1.073159999999999892e+00,1.027320000000000011e+00,9.910499999999999865e-01,9.508999999999999675e-01,9.180700000000000527e-01,8.869099999999999762e-01,8.639700000000000157e-01,8.073799999999999866e-01,7.530999999999999917e-01,6.868499999999999606e-01,6.234699999999999687e-01,5.612200000000000522e-01,5.020499999999999963e-01,4.439199999999999813e-01,3.892100000000000004e-01,3.327100000000000057e-01,2.794599999999999862e-01,2.303699999999999914e-01,1.852800000000000002e-01,1.448899999999999910e-01,1.095099999999999962e-01,7.911999999999999589e-02,5.426000000000000267e-02,3.615000000000000158e-02,2.334999999999999923e-02,1.165000000000000063e-02,1.680999999999999855e-02,2.637000000000000108e-02,4.245999999999999774e-02,6.587999999999999412e-02,9.571000000000000341e-02,1.309099999999999986e-01,1.711199999999999943e-01,2.174999999999999989e-01,2.675299999999999900e-01,3.218699999999999894e-01,3.800200000000000244e-01,3.349500000000000255e-01,5.051400000000000334e-01,4.921099999999999919e-01,6.449799999999999978e-01,7.204500000000000348e-01,7.971700000000000452e-01,8.751400000000000290e-01,9.550499999999999545e-01,1.036389999999999922e+00,1.119280000000000053e+00,1.203810000000000047e+00,1.289619999999999989e+00,1.359280000000000044e+00,1.429340000000000055e+00,1.501049999999999995e+00,1.574170000000000069e+00,1.648109999999999964e+00,1.723519999999999941e+00,1.770620000000000083e+00,1.820219999999999949e+00,1.872030000000000083e+00,1.928360000000000074e+00,1.981780000000000097e+00,2.037980000000000125e+00,2.093649999999999789e+00,2.151920000000000055e+00,2.213179999999999925e+00,2.277109999999999967e+00,2.310249999999999915e+00,2.453440000000000065e+00,2.524830000000000130e+00,2.597170000000000201e+00,2.680600000000000094e+00,2.764569999999999972e+00,2.845730000000000093e+00,2.927630000000000177e+00,3.010530000000000150e+00,3.094269999999999854e+00,3.179339999999999833e+00,3.263689999999999980e+00,3.350999999999999979e+00,3.437660000000000160e+00,3.510650000000000048e+00,3.583489999999999842e+00,3.657200000000000006e+00,3.728349999999999831e+00,3.800920000000000076e+00,3.873549999999999827e+00,3.947499999999999787e+00,4.021650000000000169e+00,4.097920000000000229e+00,4.174330000000000318e+00,4.251750000000000362e+00,4.329270000000000174e+00,4.409159999999999968e+00,4.489860000000000184e+00,4.567429999999999879e+00,4.645030000000000214e+00,4.730360000000000120e+00,4.816230000000000011e+00,4.901239999999999597e+00,4.985050000000000203e+00,5.070590000000000153e+00,5.156649999999999956e+00,5.242329999999999934e+00,5.328280000000000349e+00,5.415820000000000078e+00,5.503560000000000230e+00,5.592550000000000132e+00,5.681390000000000384e+00,5.770480000000000054e+00,5.860009999999999941e+00,5.949970000000000425e+00,6.040350000000000108e+00,6.039399999999999658e+00,6.303759999999999586e+00,6.817280000000000229e+00,8.055930000000000035e+00,1.082452999999999932e+01,1.416239999999999988e+01
