Diameter distribution(Å)
1.485621000000000080e+01,1.075667999999999935e+01,7.069569999999999688e+00,4.371369999999999756e+00,2.961339999999999861e+00,2.719990000000000130e+00,2.582720000000000127e+00,2.490530000000000133e+00,2.400609999999999911e+00,2.310179999999999900e+00,2.220110000000000028e+00,1.990650000000000031e+00,2.084890000000000132e+00,2.032919999999999838e+00,1.986709999999999976e+00,1.946749999999999980e+00,1.911189999999999944e+00,1.883350000000000080e+00,1.861420000000000075e+00,1.843809999999999949e+00,1.833690000000000042e+00,1.813649999999999984e+00,1.796349999999999891e+00,1.767759999999999998e+00,1.740410000000000013e+00,1.718800000000000106e+00,1.700569999999999915e+00,1.657170000000000032e+00,1.616330000000000044e+00,1.575509999999999966e+00,1.538680000000000048e+00,1.508729999999999905e+00,1.485479999999999912e+00,1.469799999999999995e+00,1.457189999999999985e+00,1.449089999999999989e+00,1.447610000000000063e+00,1.397620000000000084e+00,1.358959999999999946e+00,1.338270000000000071e+00,1.331269999999999953e+00,1.324119999999999964e+00,1.329299999999999926e+00,1.295279999999999987e+00,1.265179999999999971e+00,1.236560000000000104e+00,1.210679999999999978e+00,1.190450000000000008e+00,1.173329999999999984e+00,1.161499999999999977e+00,1.154749999999999943e+00,1.155569999999999986e+00,1.156649999999999956e+00,1.167289999999999939e+00,1.181149999999999922e+00,1.199950000000000072e+00,1.223209999999999908e+00,1.250310000000000032e+00,1.282040000000000068e+00,1.320810000000000040e+00,1.364049999999999985e+00,1.405980000000000008e+00,1.452590000000000048e+00,1.487579999999999902e+00,1.526529999999999943e+00,1.563199999999999923e+00,1.604139999999999899e+00,1.650849999999999929e+00,1.703670000000000018e+00,1.740040000000000031e+00,1.779600000000000071e+00,1.820549999999999891e+00,1.864130000000000065e+00,1.909399999999999986e+00,1.956809999999999938e+00,2.003210000000000157e+00,2.050570000000000004e+00,2.094910000000000050e+00,2.140519999999999978e+00,2.175969999999999960e+00,2.213769999999999794e+00,2.254890000000000061e+00,2.298109999999999875e+00,2.343150000000000066e+00,2.390130000000000088e+00,2.439360000000000195e+00,2.490159999999999929e+00,2.545220000000000038e+00,2.602390000000000203e+00,2.659130000000000216e+00,2.717089999999999783e+00,2.748650000000000038e+00,2.782059999999999977e+00,2.813509999999999955e+00,2.850530000000000008e+00,2.889330000000000176e+00,2.932990000000000208e+00,2.990190000000000126e+00,3.053080000000000016e+00,3.116649999999999920e+00,3.184340000000000170e+00,3.229449999999999932e+00,3.393170000000000019e+00,3.483699999999999797e+00,3.574190000000000200e+00,3.666090000000000071e+00,3.757769999999999833e+00,3.849730000000000096e+00,3.941990000000000105e+00,4.525540000000000340e+00,6.023710000000000342e+00,9.925610000000000710e+00,1.432051000000000052e+01
