Diameter distribution(Å)
2.170007000000000019e+01,1.628882000000000119e+01,1.094881999999999955e+01,7.025170000000000137e+00,3.768879999999999786e+00,2.275929999999999787e+00,2.020859999999999879e+00,1.935740000000000016e+00,1.851760000000000073e+00,1.769109999999999960e+00,1.687300000000000022e+00,1.606870000000000021e+00,1.526980000000000004e+00,1.447840000000000016e+00,1.370400000000000063e+00,1.301069999999999949e+00,1.233849999999999891e+00,1.165310000000000068e+00,1.098729999999999984e+00,1.034829999999999917e+00,9.728400000000000380e-01,9.143499999999999961e-01,8.589299999999999713e-01,8.053700000000000303e-01,7.565600000000000103e-01,7.009300000000000530e-01,6.402400000000000313e-01,5.810100000000000264e-01,5.265699999999999825e-01,4.773999999999999910e-01,4.321699999999999986e-01,3.932700000000000085e-01,3.607099999999999751e-01,3.329699999999999882e-01,3.126599999999999935e-01,2.987500000000000155e-01,2.900900000000000145e-01,2.905800000000000050e-01,2.948399999999999910e-01,3.088299999999999934e-01,3.302800000000000180e-01,3.560400000000000231e-01,3.881000000000000005e-01,4.251400000000000179e-01,4.660900000000000043e-01,5.103799999999999448e-01,5.569199999999999706e-01,5.739499999999999602e-01,5.945500000000000229e-01,6.185399999999999787e-01,6.453799999999999537e-01,6.787100000000000355e-01,7.133699999999999486e-01,7.524699999999999722e-01,7.938800000000000301e-01,8.398200000000000109e-01,8.874699999999999811e-01,9.392399999999999638e-01,9.923699999999999743e-01,1.048140000000000072e+00,1.106289999999999996e+00,1.167689999999999895e+00,1.230569999999999942e+00,1.293679999999999941e+00,1.358160000000000034e+00,1.417030000000000012e+00,1.478180000000000049e+00,1.539579999999999949e+00,1.603099999999999969e+00,1.673789999999999889e+00,1.737349999999999950e+00,1.810219999999999940e+00,1.884169999999999900e+00,1.956739999999999924e+00,2.030730000000000146e+00,2.093620000000000037e+00,2.190350000000000019e+00,2.268190000000000150e+00,2.347100000000000186e+00,2.302070000000000061e+00,2.745830000000000215e+00,3.815030000000000143e+00,5.742379999999999818e+00,1.028481999999999985e+01,1.534526999999999930e+01
