Diameter distribution(Å)
1.660821999999999932e+01,1.160421999999999976e+01,6.728699999999999903e+00,2.770129999999999981e+00,5.236399999999999944e-01,6.703000000000000624e-02,2.520100000000000118e-01,2.588099999999999845e-01,2.736999999999999988e-01,2.866400000000000059e-01,3.070200000000000151e-01,3.317100000000000048e-01,3.605700000000000016e-01,3.828199999999999936e-01,4.098800000000000221e-01,4.406999999999999806e-01,4.759599999999999942e-01,5.154900000000000038e-01,5.583700000000000330e-01,6.062300000000000466e-01,6.565800000000000525e-01,6.938800000000000523e-01,7.309099999999999486e-01,7.580900000000000416e-01,7.897300000000000431e-01,8.160199999999999676e-01,8.470499999999999696e-01,8.840299999999999825e-01,9.253200000000000314e-01,9.632600000000000051e-01,1.005779999999999896e+00,1.044450000000000101e+00,1.083469999999999933e+00,1.069989999999999997e+00,1.161750000000000060e+00,1.223379999999999912e+00,1.288180000000000103e+00,1.355629999999999891e+00,1.425959999999999894e+00,1.410760000000000014e+00,1.778780000000000028e+00,2.023120000000000029e+00,2.444010000000000016e+00,6.515069999999999695e+00,1.151121999999999979e+01,1.665369000000000099e+01,2.187322999999999951e+01
