,train,test
1,0.9999999999991027,0.9999999999814166
2,0.9999999999991445,0.9999999999950324
3,0.9999999999985121,0.9999999999969982
mean,0.9999999999989391,0.9999999999900244
std,3.536724052049958e-13,8.485652750370326e-12
