,train,test
1,0.9999999999891367,0.9999999656726394
2,0.9999999999847506,0.9999999595673057
3,0.9999999999968423,0.9999999998591034
mean,0.9999999999902203,0.9999999704489038
std,6.1213037942047536e-12,2.1715656332452306e-08
