,train,test
1,0.999999999999988,0.3907034469368157
2,0.9999999999999465,0.901312098885632
3,0.9999999999999747,0.9871644862529414
mean,0.9999999999525766,0.3703171632722185
std,2.120089980762514e-14,0.3224535106760164
