,train,test
1,0.999904897058084,0.9710173466126537
2,0.9999999999951366,0.9999999991057273
3,0.9999999999937996,0.9999999967403492
mean,0.9999736992949045,0.9824827920382145
std,5.490770592204903e-05,0.016733141535879636
