,train,test
1,0.21003592315816244,0.9999999999999998
2,0.055092049237581146,1.0
3,0.21728777008066047,0.9000000000000001
mean,0.015607850321873003,0.18176577102244862
std,0.09162209086705968,0.057735026918962436
