,train,test
1,0.9999999999998497,0.999999999999007
2,0.9999999999999409,0.9999999999999518
3,0.999999999999748,0.9999999999988909
mean,0.9999999999998488,0.9999999999992151
std,9.652541651233464e-14,5.819082508122236e-13
