,train,test
1,0.9999999999999183,0.35820832631876953
2,0.9999999999999605,0.6729066379840153
3,0.9999999999905727,0.9360507492741991
mean,0.9999999999290061,0.24580336449732987
std,5.4079250047641975e-12,0.28930425634576545
