,train,test
1,0.9999999999910918,0.9999999903475663
2,0.9999999999938001,0.9999999992490005
3,0.9999999999917994,0.9999999909700588
mean,0.999999999992262,0.9999999915929585
std,1.4046372764328564e-12,4.969304198569954e-09
