Diameter distribution(Å)
1.150023000000000017e+01,6.357029999999999959e+00,3.038679999999999826e+00,2.526339999999999808e+00,2.436110000000000220e+00,2.352879999999999860e+00,2.270570000000000199e+00,2.190199999999999925e+00,2.110120000000000218e+00,2.032129999999999992e+00,1.996080000000000076e+00,1.949920000000000098e+00,1.910080000000000000e+00,1.864859999999999962e+00,1.824340000000000073e+00,1.786580000000000057e+00,1.753589999999999982e+00,1.725449999999999928e+00,1.701780000000000070e+00,1.666760000000000019e+00,1.713929999999999954e+00,1.725340000000000096e+00,1.741980000000000084e+00,1.764979999999999993e+00,1.791860000000000008e+00,1.823099999999999943e+00,1.857830000000000092e+00,1.898169999999999913e+00,1.941729999999999956e+00,1.979950000000000099e+00,2.023029999999999884e+00,2.048519999999999897e+00,2.043909999999999894e+00,2.010040000000000049e+00,1.976339999999999986e+00,1.939880000000000049e+00,1.905610000000000026e+00,1.870509999999999895e+00,1.836270000000000069e+00,1.803779999999999939e+00,1.772210000000000063e+00,1.745999999999999996e+00,1.721549999999999914e+00,1.702199999999999935e+00,1.685149999999999926e+00,1.671470000000000011e+00,1.661219999999999919e+00,1.651040000000000063e+00,1.629320000000000102e+00,1.632589999999999986e+00,1.633699999999999930e+00,1.636619999999999964e+00,1.644099999999999895e+00,1.631329999999999947e+00,1.687599999999999989e+00,1.717039999999999900e+00,1.749810000000000088e+00,1.781160000000000077e+00,1.815709999999999935e+00,1.853050000000000086e+00,1.893359999999999932e+00,1.936890000000000001e+00,1.981340000000000101e+00,2.031410000000000160e+00,2.083299999999999930e+00,2.137370000000000214e+00,2.192340000000000177e+00,2.228450000000000042e+00,2.268050000000000122e+00,2.311160000000000103e+00,2.357470000000000176e+00,2.406400000000000095e+00,2.456300000000000150e+00,2.508290000000000131e+00,2.562199999999999811e+00,2.617780000000000218e+00,2.675359999999999960e+00,2.735920000000000130e+00,2.798350000000000115e+00,2.861310000000000020e+00,2.925980000000000025e+00,2.992929999999999868e+00,3.061449999999999783e+00,3.131260000000000154e+00,3.201869999999999994e+00,3.274869999999999948e+00,3.348209999999999908e+00,3.422540000000000138e+00,3.498019999999999907e+00,3.574530000000000207e+00,3.651499999999999968e+00,3.723399999999999821e+00,3.796650000000000080e+00,3.868199999999999861e+00,3.939859999999999918e+00,4.009999999999999787e+00,4.081269999999999953e+00,4.153760000000000119e+00,4.227310000000000123e+00,4.301339999999999719e+00,4.376310000000000144e+00,4.453809999999999825e+00,4.529510000000000147e+00,4.609070000000000000e+00,4.687640000000000029e+00,4.767059999999999853e+00,4.846320000000000405e+00,4.926639999999999908e+00,5.007830000000000226e+00,5.089389999999999858e+00,5.171759999999999913e+00,5.254940000000000389e+00,5.338770000000000238e+00,5.423339999999999606e+00,5.508630000000000138e+00,5.595410000000000217e+00,5.681980000000000253e+00,5.769389999999999574e+00,5.856580000000000119e+00,5.945319999999999716e+00,6.034609999999999808e+00,6.124270000000000103e+00,6.214409999999999989e+00,6.304199999999999804e+00,6.394540000000000113e+00,6.486699999999999910e+00,6.579069999999999752e+00,6.671700000000000408e+00,6.764689999999999870e+00,6.857470000000000176e+00,6.950650000000000439e+00,7.044789999999999885e+00,7.138720000000000176e+00,7.168319999999999581e+00,7.324639999999999596e+00,7.915989999999999860e+00,8.941280000000000783e+00,1.095106000000000002e+01,1.339197000000000060e+01
