Diameter distribution(Å)
1.185540999999999912e+01,8.157310000000000727e+00,5.471879999999999633e+00,4.708549999999999791e+00,4.638130000000000308e+00,4.553659999999999819e+00,4.470209999999999795e+00,4.387730000000000352e+00,4.306370000000000253e+00,4.226989999999999803e+00,4.148900000000000254e+00,4.071060000000000123e+00,3.994540000000000202e+00,3.920339999999999936e+00,3.847609999999999975e+00,3.767549999999999955e+00,3.688070000000000181e+00,3.608109999999999928e+00,3.529020000000000046e+00,3.450969999999999871e+00,3.373819999999999819e+00,3.298200000000000021e+00,3.222459999999999880e+00,3.148280000000000189e+00,3.075159999999999894e+00,3.002720000000000056e+00,2.931039999999999868e+00,2.860819999999999919e+00,2.791869999999999852e+00,2.726119999999999877e+00,2.661849999999999827e+00,2.597659999999999858e+00,2.534909999999999997e+00,2.473479999999999901e+00,2.413759999999999906e+00,2.355399999999999938e+00,2.297689999999999788e+00,2.234949999999999992e+00,2.173599999999999977e+00,2.106710000000000083e+00,2.044509999999999827e+00,1.965470000000000050e+00,1.939449999999999896e+00,1.904099999999999904e+00,1.870100000000000096e+00,1.825760000000000050e+00,1.780459999999999932e+00,1.723910000000000053e+00,1.670870000000000077e+00,1.609410000000000007e+00,1.550699999999999967e+00,1.495120000000000005e+00,1.442600000000000104e+00,1.391539999999999999e+00,1.346840000000000037e+00,1.306270000000000042e+00,1.269919999999999938e+00,1.232220000000000093e+00,1.198550000000000004e+00,1.161769999999999969e+00,1.129259999999999931e+00,1.084410000000000096e+00,1.042799999999999949e+00,9.920400000000000329e-01,9.427799999999999514e-01,8.964199999999999946e-01,8.530699999999999950e-01,8.121099999999999985e-01,7.745300000000000518e-01,7.419599999999999529e-01,7.125599999999999712e-01,6.857400000000000162e-01,6.644600000000000506e-01,6.462900000000000311e-01,6.318700000000000427e-01,6.217700000000000449e-01,6.155199999999999561e-01,6.106599999999999806e-01,6.082600000000000229e-01,6.013899999999999801e-01,6.009700000000000042e-01,6.055199999999999472e-01,6.166000000000000369e-01,6.318000000000000282e-01,6.527699999999999614e-01,6.777400000000000091e-01,7.065200000000000369e-01,7.306899999999999507e-01,7.594999999999999529e-01,7.836899999999999977e-01,8.121199999999999530e-01,8.156700000000000061e-01,8.245700000000000252e-01,8.410400000000000098e-01,8.626099999999999879e-01,8.871700000000000141e-01,9.169300000000000228e-01,9.592199999999999616e-01,1.005330000000000057e+00,9.996399999999999730e-01,1.032499999999999973e+00,1.050140000000000073e+00,1.083439999999999959e+00,1.096209999999999907e+00,1.117899999999999894e+00,1.135499999999999954e+00,1.160819999999999963e+00,1.045439999999999925e+00,1.232390000000000096e+00,1.274019999999999930e+00,1.328200000000000047e+00,1.372120000000000006e+00,1.431280000000000108e+00,1.494050000000000100e+00,1.558720000000000105e+00,1.601040000000000019e+00,1.652919999999999945e+00,1.710530000000000106e+00,1.780410000000000048e+00,1.827280000000000015e+00,1.878060000000000063e+00,2.165029999999999788e+00,3.337969999999999882e+00,5.381610000000000227e+00,8.345950000000000202e+00,1.303749999999999964e+01,1.789078999999999908e+01
