Diameter distribution(Å)
1.787779000000000096e+01,1.309769999999999968e+01,8.424250000000000682e+00,3.556119999999999948e+00,6.903599999999999737e-01,5.100099999999999634e-01,5.464200000000000168e-01,4.838500000000000023e-01,4.252699999999999814e-01,-3.334000000000000158e-02,1.437100000000000044e-01,1.182200000000000056e-01,9.700999999999999901e-02,7.890999999999999404e-02,6.611000000000000210e-02,6.033999999999999780e-02,6.147999999999999993e-02,7.012000000000000177e-02,8.637999999999999845e-02,1.101000000000000034e-01,1.410700000000000010e-01,1.401900000000000091e-01,1.578199999999999881e-01,2.182699999999999918e-01,2.710099999999999731e-01,3.405799999999999939e-01,4.060400000000000120e-01,4.648800000000000154e-01,5.259800000000000031e-01,5.921399999999999997e-01,6.599199999999999511e-01,7.080800000000000427e-01,7.604199999999999848e-01,8.101399999999999713e-01,8.644600000000000062e-01,9.102599999999999580e-01,9.606200000000000294e-01,1.016550000000000065e+00,1.078789999999999916e+00,1.147189999999999932e+00,1.220460000000000100e+00,1.286950000000000038e+00,1.354740000000000055e+00,1.394390000000000018e+00,1.438450000000000006e+00,1.486860000000000070e+00,1.539539999999999909e+00,1.593660000000000077e+00,1.653499999999999970e+00,1.705619999999999914e+00,1.761479999999999935e+00,1.778540000000000010e+00,1.796130000000000004e+00,1.819720000000000004e+00,1.845939999999999914e+00,1.873899999999999899e+00,1.904390000000000027e+00,1.927009999999999890e+00,1.964460000000000095e+00,1.983889999999999931e+00,2.003550000000000164e+00,1.931249999999999911e+00,2.292949999999999822e+00,2.350550000000000139e+00,2.411570000000000213e+00,2.474450000000000038e+00,2.541150000000000020e+00,2.607839999999999936e+00,2.704899999999999860e+00,2.777130000000000098e+00,2.879030000000000200e+00,2.971229999999999816e+00,3.063320000000000043e+00,3.159520000000000106e+00,3.255440000000000111e+00,3.336539999999999839e+00,3.418649999999999967e+00,3.501069999999999904e+00,3.585139999999999993e+00,3.661399999999999988e+00,3.738820000000000032e+00,3.815080000000000027e+00,3.892520000000000202e+00,3.966439999999999966e+00,4.041050000000000253e+00,4.116469999999999629e+00,4.193100000000000271e+00,4.271090000000000053e+00,4.349479999999999791e+00,4.429429999999999978e+00,4.510239999999999583e+00,4.592089999999999783e+00,4.673960000000000115e+00,4.757130000000000081e+00,4.841050000000000075e+00,5.125479999999999592e+00,6.594699999999999562e+00,9.467169999999999419e+00,1.296554000000000073e+01
