Diameter distribution(Å)
1.795339999999999847e+01,1.308478000000000030e+01,8.541579999999999728e+00,6.341540000000000177e+00,4.775520000000000209e+00,3.274010000000000087e+00,2.102219999999999978e+00,1.926250000000000018e+00,1.981659999999999977e+00,1.941959999999999908e+00,1.905089999999999950e+00,1.862870000000000026e+00,1.819690000000000030e+00,1.780399999999999983e+00,1.743370000000000086e+00,1.708439999999999959e+00,1.675789999999999891e+00,1.645559999999999912e+00,1.617560000000000109e+00,1.593439999999999968e+00,1.571550000000000002e+00,1.551169999999999938e+00,1.533539999999999903e+00,1.520729999999999915e+00,1.510769999999999946e+00,1.492469999999999963e+00,1.478350000000000053e+00,1.451629999999999976e+00,1.458860000000000046e+00,1.463680000000000092e+00,1.469749999999999890e+00,1.462469999999999937e+00,1.455170000000000075e+00,1.447980000000000045e+00,1.442639999999999922e+00,1.440590000000000037e+00,1.442639999999999922e+00,1.448250000000000037e+00,1.457980000000000054e+00,1.473870000000000013e+00,1.493679999999999897e+00,1.516399999999999970e+00,1.542419999999999902e+00,1.573050000000000059e+00,1.607229999999999936e+00,1.645380000000000065e+00,1.686940000000000106e+00,1.731740000000000057e+00,1.779789999999999983e+00,1.826500000000000012e+00,1.876139999999999919e+00,1.920260000000000078e+00,1.965449999999999919e+00,2.014159999999999950e+00,2.065440000000000165e+00,2.118729999999999780e+00,2.172540000000000138e+00,2.221410000000000107e+00,2.270799999999999930e+00,2.304479999999999862e+00,2.340430000000000010e+00,2.380189999999999806e+00,2.421419999999999906e+00,2.464119999999999866e+00,2.508779999999999788e+00,2.550330000000000208e+00,2.584830000000000183e+00,2.516750000000000043e+00,2.452379999999999782e+00,2.381209999999999827e+00,2.314010000000000122e+00,2.238030000000000186e+00,2.167609999999999815e+00,2.104900000000000215e+00,2.049199999999999910e+00,1.950439999999999952e+00,2.699689999999999923e+00,3.458309999999999995e+00,4.762780000000000236e+00,9.127370000000000871e+00,1.433840000000000003e+01
