Diameter distribution(Å)
1.645808999999999855e+01,1.193908000000000058e+01,7.943229999999999791e+00,6.106519999999999726e+00,4.535409999999999719e+00,3.857429999999999914e+00,3.836889999999999912e+00,3.749159999999999826e+00,3.662020000000000053e+00,3.576189999999999980e+00,3.491080000000000183e+00,3.406779999999999919e+00,3.322620000000000129e+00,3.237289999999999779e+00,3.152719999999999967e+00,3.069869999999999877e+00,2.987740000000000062e+00,2.904669999999999863e+00,2.822420000000000151e+00,2.742700000000000138e+00,2.663980000000000015e+00,2.585049999999999848e+00,2.506060000000000176e+00,2.431119999999999948e+00,2.357180000000000053e+00,2.283599999999999852e+00,2.211079999999999934e+00,2.140429999999999833e+00,2.071320000000000050e+00,2.004319999999999879e+00,1.939030000000000031e+00,1.874959999999999960e+00,1.812820000000000098e+00,1.749600000000000044e+00,1.688409999999999966e+00,1.625320000000000098e+00,1.563600000000000101e+00,1.499500000000000055e+00,1.439170000000000060e+00,1.378290000000000015e+00,1.320990000000000109e+00,1.276790000000000092e+00,1.234639999999999960e+00,1.180940000000000101e+00,1.163759999999999906e+00,1.141410000000000036e+00,1.122349999999999959e+00,1.110870000000000024e+00,1.101480000000000015e+00,1.097290000000000099e+00,1.094489999999999963e+00,1.073919999999999986e+00,1.060119999999999951e+00,1.059209999999999985e+00,1.063439999999999941e+00,1.078160000000000007e+00,1.098710000000000075e+00,1.109099999999999975e+00,1.124500000000000055e+00,1.120349999999999957e+00,1.120430000000000037e+00,1.087579999999999991e+00,1.055569999999999897e+00,9.939999999999999947e-01,9.547400000000000331e-01,9.150700000000000500e-01,8.833800000000000541e-01,8.573300000000000365e-01,8.382399999999999851e-01,8.146900000000000253e-01,8.766899999999999693e-01,9.078100000000000058e-01,9.453899999999999526e-01,9.890799999999999592e-01,1.035970000000000057e+00,1.059569999999999901e+00,1.087229999999999919e+00,1.115580000000000016e+00,1.147799999999999931e+00,1.183999999999999941e+00,1.223810000000000064e+00,1.266210000000000058e+00,1.311830000000000052e+00,1.362389999999999990e+00,1.416060000000000096e+00,1.471899999999999986e+00,1.529379999999999962e+00,1.574899999999999967e+00,1.623129999999999962e+00,1.674360000000000070e+00,1.727379999999999916e+00,1.783179999999999987e+00,1.840240000000000098e+00,1.899610000000000021e+00,1.961039999999999894e+00,2.025959999999999983e+00,2.092639999999999834e+00,2.152680000000000149e+00,2.234379999999999811e+00,2.307339999999999947e+00,2.380300000000000082e+00,2.457419999999999938e+00,2.535779999999999923e+00,2.616330000000000044e+00,2.696270000000000167e+00,2.777590000000000003e+00,2.859539999999999971e+00,2.942060000000000120e+00,3.025170000000000137e+00,3.100130000000000052e+00,3.177090000000000192e+00,3.271409999999999929e+00,3.368529999999999802e+00,3.455700000000000216e+00,3.543379999999999974e+00,3.630560000000000009e+00,3.718360000000000110e+00,3.807599999999999874e+00,3.896009999999999973e+00,3.983999999999999986e+00,4.072460000000000413e+00,4.161059999999999981e+00,4.250099999999999767e+00,4.340550000000000352e+00,4.429450000000000109e+00,4.521519999999999762e+00,4.611760000000000304e+00,4.698550000000000004e+00,4.796730000000000160e+00,4.886379999999999946e+00,4.976630000000000109e+00,5.070969999999999978e+00,5.166019999999999612e+00,5.251960000000000406e+00,5.350419999999999732e+00,5.438570000000000348e+00,5.540250000000000341e+00,5.634500000000000064e+00,5.728970000000000340e+00,5.808659999999999712e+00,5.901259999999999728e+00,5.978209999999999802e+00,6.055579999999999963e+00,6.123809999999999754e+00,6.213569999999999816e+00,6.303359999999999630e+00,6.396889999999999965e+00,6.483810000000000073e+00,6.571769999999999889e+00,6.633189999999999920e+00,7.599870000000000125e+00,8.653240000000000265e+00,1.026431999999999967e+01,1.433599000000000068e+01,1.912234000000000123e+01
