,train,test
1,0.9999999999997911,0.46838723336839355
2,0.9999999999999591,0.9701646224165885
3,0.9999999999999973,0.7469296037506914
mean,0.999999999916352,0.3879583864564844
std,1.0974471766596645e-13,0.2513961925649685
