,train,test
1,0.999999999998574,0.9999999999636036
2,0.9999999999986766,0.9999999999899059
3,0.9999999999975262,0.9999999999914699
mean,0.9999999999982918,0.9999999999786071
std,6.366472799939418e-13,1.56566913820254e-11
