,train,test
1,0.6611909928702898,1.0
2,0.21477078096694352,0.9999999992848136
3,0.04282918168709979,0.9999999999999996
mean,0.05145175578697042,0.18176446676818206
std,0.31917243215553937,4.129129061417327e-10
