,train,test
1,0.9999999999968794,0.9048542583225422
2,0.999999999990274,0.9361704801164709
3,0.9999999999935385,0.9312689109559574
mean,0.9999999999931883,0.85009066459216
std,3.302765059971841e-12,0.01684470738553518
