Diameter profile (Å)
2.152698250000000257e+01,2.108675200000000061e+01,2.060045799999999616e+01,2.011118000000000094e+01,1.962194999999999823e+01,1.913308599999999871e+01,1.864551200000000009e+01,1.815673599999999865e+01,1.766837600000000208e+01,1.718604199999999693e+01,1.674947500000000034e+01,1.631337599999999810e+01,1.582986399999999705e+01,1.534733799999999881e+01,1.486647400000000019e+01,1.438683199999999829e+01,1.390858999999999845e+01,1.343033600000000050e+01,1.295579999999999998e+01,1.248163800000000023e+01,1.205738500000000002e+01,1.163460399999999950e+01,1.116705399999999848e+01,1.070148200000000038e+01,1.023962200000000067e+01,9.781269999999999243e+00,9.325739999999999696e+00,8.875553999999999277e+00,8.429880000000000706e+00,7.985930000000000639e+00,7.589592500000000186e+00,7.198217999999999783e+00,6.769496000000001068e+00,6.350130000000000052e+00,5.941384000000000221e+00,5.544918000000000013e+00,5.160337999999999425e+00,4.794005999999999545e+00,4.444509999999999295e+00,4.118827999999998823e+00,3.847782500000000105e+00,3.603119999999999656e+00,3.348669999999999813e+00,3.121086000000000027e+00,2.932115999999999723e+00,2.789075999999999667e+00,2.694078000000000195e+00,2.642968000000000206e+00,2.647470000000000212e+00,2.707465999999999706e+00,2.673117500000000035e+00,2.637366000000000099e+00,2.656691999999999609e+00,2.724082000000000114e+00,2.835052000000000127e+00,2.995473999999999748e+00,3.198609999999999953e+00,3.435947999999999780e+00,3.695850000000000080e+00,3.979310000000000347e+00,4.261062499999999531e+00,4.564306000000000196e+00,4.918461999999999890e+00,5.291745999999998951e+00,5.680570000000000341e+00,6.080661999999999345e+00,6.492817999999999756e+00,6.915826000000000029e+00,7.345725999999999090e+00,7.738864999999999661e+00,8.135624000000001743e+00,8.579784000000000077e+00,9.027483999999999398e+00,9.479525999999999897e+00,9.935686000000000462e+00,1.039548800000000028e+01,1.085763199999999884e+01,1.132440399999999947e+01,1.179232199999999864e+01,1.226255600000000001e+01,1.268795250000000152e+01,1.311583200000000105e+01,1.359152599999999822e+01,1.406930800000000126e+01,1.454788999999999888e+01,1.502872800000000097e+01,1.551012599999999964e+01,1.599230400000000074e+01,1.647585399999999822e+01,1.696007000000000176e+01,1.739759500000000259e+01,1.783469799999999594e+01,1.832019199999999870e+01,1.880817799999999806e+01,1.929711599999999905e+01,1.978539999999999921e+01,2.027475000000000094e+01,2.076454799999999778e+01,2.125422800000000123e+01,2.174442599999999715e+01
