Diameter distribution(Å)
1.438969999999999949e+01,1.050505000000000067e+01,7.437540000000000262e+00,6.454609999999999737e+00,5.977330000000000254e+00,5.636540000000000106e+00,5.539060000000000095e+00,5.429450000000000109e+00,5.356559999999999988e+00,5.275109999999999744e+00,5.196439999999999948e+00,5.119019999999999904e+00,5.044260000000000410e+00,4.972409999999999997e+00,4.903559999999999697e+00,4.826679999999999637e+00,4.751520000000000188e+00,4.679140000000000299e+00,4.608240000000000336e+00,4.540600000000000414e+00,4.474820000000000242e+00,4.407799999999999940e+00,4.342410000000000103e+00,4.257209999999999717e+00,4.172600000000000087e+00,4.089100000000000179e+00,4.006289999999999907e+00,3.924329999999999874e+00,3.842750000000000110e+00,3.761680000000000135e+00,3.681430000000000202e+00,3.602269999999999861e+00,3.523489999999999789e+00,3.446130000000000138e+00,3.369240000000000013e+00,3.293940000000000090e+00,3.219770000000000021e+00,3.145939999999999959e+00,3.073339999999999961e+00,3.002460000000000129e+00,2.932939999999999880e+00,2.866010000000000169e+00,2.796050000000000146e+00,2.724699999999999900e+00,2.654589999999999783e+00,2.587549999999999795e+00,2.522969999999999935e+00,2.459630000000000205e+00,2.397040000000000060e+00,2.336500000000000021e+00,2.276780000000000026e+00,2.221200000000000063e+00,2.167629999999999946e+00,2.116099999999999870e+00,2.066040000000000099e+00,2.020010000000000083e+00,1.976499999999999924e+00,1.935170000000000057e+00,1.896390000000000020e+00,1.861469999999999958e+00,1.829320000000000057e+00,1.795679999999999943e+00,1.759600000000000053e+00,1.730159999999999920e+00,1.700730000000000075e+00,1.674250000000000016e+00,1.649680000000000035e+00,1.629210000000000047e+00,1.609769999999999923e+00,1.596859999999999946e+00,1.584160000000000013e+00,1.577180000000000026e+00,1.573350000000000026e+00,1.568230000000000013e+00,1.561369999999999925e+00,1.478269999999999973e+00,1.556130000000000013e+00,1.529050000000000020e+00,1.504930000000000101e+00,1.482550000000000034e+00,1.463189999999999991e+00,1.447109999999999896e+00,1.432060000000000111e+00,1.340910000000000046e+00,1.416959999999999997e+00,1.420299999999999896e+00,1.424630000000000063e+00,1.434320000000000039e+00,1.446590000000000042e+00,1.461270000000000069e+00,1.479020000000000001e+00,1.500760000000000094e+00,1.525449999999999973e+00,1.553239999999999954e+00,1.583849999999999980e+00,1.616719999999999935e+00,1.650749999999999940e+00,1.689920000000000089e+00,1.730269999999999975e+00,1.772259999999999946e+00,1.816589999999999927e+00,1.865299999999999958e+00,1.915159999999999973e+00,1.966660000000000075e+00,2.020129999999999981e+00,2.076499999999999790e+00,2.134500000000000064e+00,2.192120000000000068e+00,2.251459999999999795e+00,2.316500000000000004e+00,2.378480000000000150e+00,2.445100000000000051e+00,2.512560000000000127e+00,2.579289999999999861e+00,2.646669999999999856e+00,2.711770000000000014e+00,2.777519999999999989e+00,2.842080000000000162e+00,2.907929999999999904e+00,2.973460000000000214e+00,3.040249999999999897e+00,3.107359999999999900e+00,3.175670000000000215e+00,3.247269999999999879e+00,3.319990000000000219e+00,3.391880000000000006e+00,3.463830000000000187e+00,3.534339999999999815e+00,3.606500000000000039e+00,3.674179999999999779e+00,3.742459999999999898e+00,3.809509999999999952e+00,3.877330000000000165e+00,3.948339999999999961e+00,4.020389999999999908e+00,4.091719999999999580e+00,4.164089999999999847e+00,4.238139999999999574e+00,4.311490000000000045e+00,4.365590000000000082e+00,4.480909999999999727e+00,4.546120000000000161e+00,4.667690000000000339e+00,4.759079999999999977e+00,4.850830000000000197e+00,4.943279999999999674e+00,5.036030000000000229e+00,5.134070000000000356e+00,5.232520000000000060e+00,5.327110000000000234e+00,5.420350000000000001e+00,5.511029999999999873e+00,5.601950000000000429e+00,5.695369999999999600e+00,5.787889999999999979e+00,5.880110000000000170e+00,5.972209999999999575e+00,6.065570000000000128e+00,6.159010000000000318e+00,6.252690000000000303e+00,6.346309999999999896e+00,6.440129999999999910e+00,6.534080000000000332e+00,6.628499999999999837e+00,6.722999999999999865e+00,6.817330000000000112e+00,6.911819999999999631e+00,7.007649999999999935e+00,7.103010000000000268e+00,7.197470000000000034e+00,7.291859999999999786e+00,7.388779999999999681e+00,7.485789999999999722e+00,7.581229999999999691e+00,7.676829999999999821e+00,7.774230000000000196e+00,7.868739999999999846e+00,7.716120000000000090e+00,8.192759999999999820e+00,1.024418999999999969e+01,1.319633999999999929e+01,1.728339000000000070e+01,2.176723000000000141e+01
