Diameter profile (Å)
1.850925285714285451e+01,1.716841363636363837e+01,1.658508300000000091e+01,1.621435428571428972e+01,1.551111599999999946e+01,1.515764588235294141e+01,1.465409904761904869e+01,1.406693749999999987e+01,1.357619571428571348e+01,1.308318714285714357e+01,1.258870649999999891e+01,1.211619699999999966e+01,1.161615454545454362e+01,1.113367799999999974e+01,1.098597913043478158e+01,1.056724076923076794e+01,1.003564093750000019e+01,9.969969705882350652e+00,9.623306829268292617e+00,8.469793170731707121e+00,8.453974418604650154e+00,8.293903800000000714e+00,7.597473396226416043e+00,6.847822631578946329e+00,6.559995789473684447e+00,6.623116666666667207e+00,6.244911923076922555e+00,5.265118915662650778e+00,4.988261058823529659e+00,4.459263033707864921e+00,5.017047916666665941e+00,4.362495675675675422e+00,4.825034453124999345e+00,3.834182206896551648e+00,4.413106315789473655e+00,3.230346149999999916e+00,3.217280613207547102e+00,3.838727794676805694e+00,3.338555897435897091e+00,3.045558100558659387e+00,2.790387233009708368e+00,2.710358763796909543e+00,2.494454132231404664e+00,2.380273863179074745e+00,2.280539267822736527e+00,2.191026743295019230e+00,2.239509593810444787e+00,2.428724842519684568e+00,2.418506142857142827e+00,2.351295777777777207e+00,2.516293379629629623e+00,2.645669451371571057e+00,2.391854189189189128e+00,2.850126693989071036e+00,2.898977559523809422e+00,3.245167295597484625e+00,3.471947398648648431e+00,4.231481775362319731e+00,4.301471387755102960e+00,4.789939954954954615e+00,4.819936515151515444e+00,5.406022864864865163e+00,6.008989743589743249e+00,5.985177768595041137e+00,6.271899532710279779e+00,6.649017849462365071e+00,6.967718255813954542e+00,7.431288205128207203e+00,7.381654492753621177e+00,8.206276363636362703e+00,9.066482131147541423e+00,9.543468799999999419e+00,9.236480000000002022e+00,1.015617844444444273e+01,1.067002594594594456e+01,1.061686645161290166e+01,1.149619142857143039e+01,1.205958136363636335e+01,1.177984500000000168e+01,1.224836799999999926e+01,1.275515086956521493e+01,1.327264714285714398e+01,1.375727300000000142e+01,1.423093249999999976e+01,1.470663650000000189e+01,1.518518750000000139e+01,1.566604599999999969e+01,1.618982652173913195e+01,1.687181944444444426e+01,1.725810399999999589e+01,1.782013636363636522e+01,1.873890333333333302e+01,1.819284000000000034e+01,1.872351833333333460e+01,1.926018799999999942e+01,1.974587600000000265e+01,2.023292599999999908e+01,2.071875000000000000e+01,2.120839600000000047e+01,2.174553666666666629e+01
