,train,test
1,0.21003588076013294,0.9999999999999996
2,0.06362183004612851,0.999999999999998
3,0.7592741772670695,1.0
mean,0.12701735851240525,0.10655097463157491
std,0.3667496804793721,1.0532500405730103e-15
