,train,test
1,0.9999999999998241,0.9999999999998297
2,0.9999999999999265,0.9999999999999578
3,0.9999999999997742,0.999999999994309
mean,0.9999999999998368,0.9999999999985492
std,7.764908882366111e-14,3.2249960250483798e-12
