,train,test
1,0.9999999999913511,0.9999999998366103
2,0.9999999999979818,0.9999999998599007
3,0.9999999999848466,0.9999999996444955
mean,0.9999999999914215,0.999999999766356
std,6.5677362391153265e-12,1.1821587045149778e-10
