,train,test
1,0.9999999999995357,0.5388719195253954
2,0.999999999999837,0.9374319993318232
3,0.9999999999983595,0.9966296611295011
mean,0.9999999999991322,0.7388107848253658
std,7.807185089951329e-13,0.2489634010506061
