Diameter distribution(Å)
2.034047999999999945e+01,1.510905999999999949e+01,9.984460000000000335e+00,4.723449999999999704e+00,1.734140000000000015e+00,1.337699999999999889e+00,1.333970000000000100e+00,1.199549999999999894e+00,1.224069999999999991e+00,1.172909999999999897e+00,1.124530000000000030e+00,1.079890000000000017e+00,1.038200000000000012e+00,9.982699999999999907e-01,9.614200000000000523e-01,9.307499999999999662e-01,9.012299999999999756e-01,8.767399999999999638e-01,8.558799999999999741e-01,8.355000000000000204e-01,8.168299999999999450e-01,7.498399999999999510e-01,7.603699999999999903e-01,7.371499999999999719e-01,7.173000000000000487e-01,6.964399999999999480e-01,6.797900000000000054e-01,6.757499999999999618e-01,6.760500000000000398e-01,6.564100000000000490e-01,6.384800000000000475e-01,6.179599999999999538e-01,6.020499999999999741e-01,5.895700000000000385e-01,5.817200000000000149e-01,5.087000000000000410e-01,3.471099999999999741e-01,3.103799999999999892e-01,4.075900000000000079e-01,4.527800000000000158e-01,5.013800000000000479e-01,5.373700000000000143e-01,5.771399999999999864e-01,5.780600000000000183e-01,5.599600000000000133e-01,5.318399999999999794e-01,5.077500000000000346e-01,4.878899999999999904e-01,4.723300000000000276e-01,4.589900000000000091e-01,4.474400000000000044e-01,4.369600000000000151e-01,4.318299999999999916e-01,4.317300000000000026e-01,4.366700000000000026e-01,4.855200000000000071e-01,9.746099999999999763e-01,9.964300000000000379e-01,1.021649999999999947e+00,1.051700000000000079e+00,1.087040000000000006e+00,1.123620000000000063e+00,1.163270000000000026e+00,1.201580000000000092e+00,1.242289999999999894e+00,1.288710000000000022e+00,1.336859999999999937e+00,1.387659999999999894e+00,1.441389999999999949e+00,1.173990000000000089e+00,1.642719999999999958e+00,3.597809999999999953e+00,6.895520000000000316e+00,1.201721000000000039e+01,1.728156999999999854e+01
