,train,test
1,0.9999999999999376,0.9999999999998728
2,0.9999999999999662,0.9999999999999813
3,0.9999999999998035,0.9999999999990252
mean,0.9999999999999065,0.9999999999995401
std,8.688851803960552e-14,5.234969102714322e-13
