,train,test
1,0.9999999999990554,0.4896429198800655
2,0.9999999999998894,0.65424832588092
3,0.9999999999997271,0.9502704670265153
mean,0.9999999999992493,0.3460550989179563
std,4.4216548843478446e-13,0.2334172890352111
