Diameter distribution(Å)
1.997832000000000008e+01,1.412536000000000058e+01,8.525000000000000355e+00,5.291570000000000107e+00,2.835459999999999869e+00,1.713880000000000070e+00,6.588899999999999757e-01,4.890300000000000202e-01,4.620500000000000163e-01,3.301299999999999790e-01,3.789899999999999936e-01,3.528100000000000125e-01,3.313400000000000234e-01,3.145399999999999863e-01,3.026400000000000201e-01,2.959800000000000209e-01,2.930400000000000227e-01,2.965700000000000003e-01,3.045200000000000129e-01,3.004399999999999848e-01,3.001800000000000024e-01,2.937699999999999756e-01,2.931799999999999962e-01,2.992500000000000160e-01,3.108299999999999952e-01,3.229899999999999993e-01,3.395400000000000085e-01,2.944599999999999995e-01,2.555200000000000249e-01,2.192300000000000082e-01,1.872399999999999898e-01,1.619599999999999929e-01,1.425800000000000123e-01,1.302899999999999892e-01,1.242499999999999993e-01,9.078999999999999571e-02,1.084500000000000047e-01,1.406199999999999950e-01,1.779399999999999871e-01,7.495000000000000273e-02,2.440700000000000092e-01,1.196399999999999963e-01,2.108800000000000119e-01,2.474800000000000055e-01,2.866199999999999859e-01,2.984299999999999731e-01,3.054299999999999793e-01,2.660100000000000242e-01,2.276799999999999935e-01,1.968399999999999872e-01,1.693699999999999928e-01,8.275000000000000411e-02,2.052700000000000080e-01,1.882600000000000107e-01,1.763000000000000123e-01,1.749400000000000122e-01,1.791999999999999982e-01,1.859800000000000064e-01,1.981199999999999906e-01,2.038999999999999979e-01,2.125599999999999989e-01,2.263300000000000034e-01,2.443099999999999994e-01,1.291400000000000048e-01,2.999499999999999944e-01,3.373599999999999932e-01,3.795200000000000240e-01,4.181300000000000017e-01,4.608300000000000174e-01,4.852500000000000147e-01,5.132799999999999585e-01,5.477800000000000447e-01,5.852500000000000480e-01,4.755199999999999982e-01,9.465599999999999570e-01,1.585329999999999906e+00,2.066359999999999975e+00,2.107800000000000118e+00,2.206020000000000092e+00,3.648239999999999927e+00,6.388390000000000235e+00,1.091605000000000025e+01,1.591071999999999953e+01
