Diameter distribution(Å)
1.310721999999999987e+01,8.424319999999999808e+00,4.548449999999999882e+00,3.385429999999999939e+00,2.975699999999999790e+00,2.504550000000000054e+00,2.514470000000000205e+00,2.431420000000000137e+00,2.391750000000000043e+00,2.352879999999999860e+00,2.317979999999999929e+00,2.286000000000000032e+00,2.257660000000000000e+00,2.233490000000000197e+00,2.213210000000000122e+00,2.183809999999999807e+00,2.153719999999999857e+00,2.129169999999999785e+00,2.109039999999999804e+00,2.089030000000000165e+00,2.073659999999999837e+00,2.052639999999999798e+00,2.037319999999999798e+00,2.026120000000000143e+00,2.027400000000000091e+00,2.035289999999999822e+00,2.050689999999999902e+00,2.053879999999999928e+00,2.060200000000000031e+00,2.069679999999999964e+00,2.082430000000000003e+00,2.099670000000000147e+00,2.120089999999999808e+00,2.144449999999999967e+00,2.171940000000000204e+00,2.202519999999999811e+00,2.236050000000000093e+00,2.248720000000000052e+00,2.266230000000000189e+00,2.265559999999999796e+00,2.281820000000000181e+00,2.313140000000000196e+00,2.369110000000000049e+00,2.324460000000000193e+00,2.280279999999999863e+00,2.222280000000000033e+00,2.166879999999999917e+00,2.114640000000000075e+00,2.064880000000000049e+00,2.018369999999999997e+00,1.974960000000000049e+00,1.933869999999999978e+00,1.895669999999999966e+00,1.843069999999999986e+00,1.794229999999999992e+00,1.741130000000000067e+00,1.693589999999999929e+00,1.639639999999999986e+00,1.587820000000000009e+00,1.539080000000000004e+00,1.493470000000000075e+00,1.450299999999999923e+00,1.410449999999999982e+00,1.374400000000000066e+00,1.341890000000000027e+00,1.314370000000000038e+00,1.290270000000000028e+00,1.270520000000000094e+00,1.256650000000000045e+00,1.141280000000000072e+00,1.321530000000000094e+00,1.343609999999999971e+00,1.370570000000000066e+00,1.398889999999999967e+00,1.431370000000000031e+00,1.457600000000000007e+00,1.485719999999999930e+00,1.519220000000000015e+00,1.553109999999999991e+00,1.591579999999999995e+00,1.633070000000000022e+00,1.677179999999999893e+00,1.723300000000000054e+00,1.773169999999999913e+00,1.825129999999999919e+00,1.865709999999999980e+00,1.908760000000000012e+00,1.955920000000000103e+00,2.005119999999999791e+00,2.054860000000000131e+00,2.106539999999999857e+00,2.161810000000000009e+00,2.216299999999999937e+00,2.272689999999999877e+00,2.330239999999999867e+00,2.390789999999999971e+00,2.453069999999999862e+00,2.514240000000000030e+00,2.575720000000000010e+00,2.624299999999999855e+00,2.675419999999999909e+00,2.730329999999999924e+00,2.785979999999999901e+00,2.846359999999999779e+00,2.909110000000000085e+00,2.964550000000000018e+00,3.019870000000000054e+00,3.068719999999999892e+00,3.123569999999999958e+00,3.039620000000000211e+00,3.466079999999999828e+00,4.146679999999999922e+00,6.046199999999999797e+00,9.722070000000000434e+00,1.407962000000000025e+01
