Diameter distribution(Å)
2.052911999999999892e+01,1.564814999999999934e+01,1.102051999999999943e+01,7.491480000000000139e+00,5.186759999999999593e+00,4.678090000000000082e+00,4.653929999999999900e+00,4.467920000000000336e+00,3.977139999999999898e+00,3.440409999999999968e+00,3.349279999999999813e+00,3.285699999999999843e+00,3.223240000000000105e+00,3.161579999999999835e+00,3.101449999999999818e+00,3.044500000000000206e+00,2.988690000000000069e+00,2.934579999999999966e+00,2.881419999999999870e+00,2.830480000000000107e+00,2.780219999999999914e+00,2.733109999999999928e+00,2.688109999999999999e+00,2.644559999999999800e+00,2.603239999999999998e+00,2.565230000000000121e+00,2.528890000000000082e+00,2.495379999999999932e+00,2.464440000000000186e+00,2.435480000000000089e+00,2.409089999999999954e+00,2.381310000000000038e+00,2.356289999999999996e+00,2.331329999999999902e+00,2.308660000000000156e+00,2.287030000000000118e+00,2.267049999999999788e+00,2.244600000000000151e+00,2.224530000000000118e+00,2.205290000000000195e+00,2.188359999999999861e+00,2.176759999999999806e+00,2.167640000000000011e+00,2.159330000000000194e+00,2.153500000000000192e+00,2.144420000000000215e+00,2.137789999999999857e+00,2.129350000000000076e+00,2.123209999999999820e+00,2.113100000000000200e+00,2.105220000000000091e+00,2.085859999999999825e+00,2.068909999999999805e+00,2.053040000000000198e+00,2.040379999999999860e+00,2.029659999999999798e+00,2.021310000000000162e+00,2.015779999999999905e+00,2.013380000000000170e+00,2.012579999999999814e+00,2.016129999999999978e+00,2.021090000000000053e+00,2.028659999999999908e+00,2.038980000000000015e+00,2.051579999999999959e+00,2.066650000000000098e+00,2.084220000000000184e+00,2.104769999999999808e+00,2.126850000000000129e+00,2.140589999999999993e+00,2.156099999999999905e+00,2.154869999999999841e+00,2.159019999999999939e+00,2.164379999999999971e+00,2.172489999999999810e+00,2.153389999999999915e+00,2.135580000000000034e+00,2.122069999999999901e+00,2.109919999999999796e+00,2.097440000000000193e+00,2.092319999999999958e+00,2.085100000000000176e+00,2.083909999999999929e+00,2.084769999999999790e+00,2.087930000000000064e+00,2.092769999999999797e+00,2.100140000000000118e+00,2.108810000000000073e+00,2.124899999999999789e+00,2.140460000000000029e+00,2.158459999999999823e+00,2.178110000000000213e+00,2.199889999999999901e+00,2.218010000000000037e+00,2.238529999999999909e+00,2.253260000000000041e+00,2.270509999999999806e+00,2.268559999999999910e+00,2.277239999999999931e+00,2.281250000000000000e+00,2.295770000000000088e+00,2.308059999999999778e+00,2.322729999999999961e+00,2.339179999999999815e+00,2.357779999999999987e+00,2.379230000000000178e+00,2.402950000000000141e+00,2.428570000000000118e+00,2.454410000000000203e+00,2.479629999999999779e+00,2.515159999999999840e+00,2.549150000000000027e+00,2.584290000000000198e+00,2.610199999999999854e+00,2.638030000000000097e+00,2.674720000000000208e+00,2.712650000000000006e+00,2.749159999999999826e+00,2.787749999999999950e+00,2.827319999999999833e+00,2.869000000000000217e+00,2.911999999999999922e+00,2.966089999999999893e+00,3.016550000000000065e+00,3.068859999999999921e+00,3.017240000000000144e+00,3.787729999999999819e+00,3.857200000000000184e+00,4.176630000000000287e+00,4.273880000000000123e+00,4.371209999999999596e+00,4.469000000000000306e+00,4.566869999999999763e+00,4.664369999999999905e+00,4.761949999999999683e+00,4.860120000000000218e+00,4.958350000000000257e+00,5.056750000000000078e+00,5.155100000000000016e+00,5.253000000000000114e+00,5.350970000000000226e+00,5.411209999999999631e+00,5.737320000000000420e+00,7.361320000000000086e+00,1.072054999999999936e+01,1.450670000000000037e+01,1.853757999999999839e+01
