n_pca_comp,R2_train,R2_test
2,0.7694884513744451,0.04964451553642223
3,0.798164941565852,0.12410513097068024
4,0.7397534597570621,0.8699926549486017
5,0.8068448564110062,0.8456154601994823
6,0.8007850299094873,0.8693321413817555
7,0.8673519238583236,0.7329603677774521
8,0.8749025400643884,0.7316425417255658
9,0.9171418789111451,0.8204440107898575
10,0.9189299563495242,0.8293984655345138
