,train,test
0,0.9317719370177289,0.7728870181783268
1,0.9711521781294747,0.013869272088679977
2,0.9999999999971578,0.49401836608660804
3,0.9999999999992675,0.9028630354535148
4,0.9999999998768982,0.7169029787623238
5,0.9989523289483716,0.6521510117568595
6,0.9999999999657863,0.3141625941912976
7,0.9862052776979988,0.36105199499553003
8,0.9983861632097365,0.9508140354204713
mean,0.986025061401748,0.43143033788078655
std,0.02304639508373064,0.3060254171009092
