n_pca,train-avg,test-avg,train-std,test-std
2,0.7380140222502313,0.1374485241353377,0.12318161693947334,0.31890173252684945
3,0.8165260468247417,0.15655699120622074,0.10656604044016597,0.3518631924707731
4,0.9366712762006316,0.31170009668418847,0.05512620088769374,0.29382391141079744
5,0.9237837384391338,0.41926146512713114,0.03906520531310688,0.26680603584321516
6,0.986025061401748,0.43143033788078655,0.02304639508373064,0.3060254171009092
7,0.9943975810119755,0.49206149639453495,0.011874049402760664,0.3481513733409358
8,0.996506617230847,0.5184392888182638,0.0069172301812055826,0.36260285800936615
9,0.9940384292747426,0.4951241764167564,0.0098718771785394,0.30233274564373885
10,0.9939543737291011,0.4504352791085643,0.011596529611827746,0.31601460576327667
