,train,test
0,0.9703810226392245,0.9267793303928354
1,0.998826538152431,0.007989724518667123
2,0.9999882088390272,0.4933379220559847
3,0.9999554989282223,0.9342032232114457
4,0.9999999999310925,0.843564295297237
5,0.9994680277967202,0.7249405991130198
6,0.9974605300516147,0.6467005973799524
7,0.9999999999209008,0.3371083204393535
8,0.9892165481448663,0.6986945356828865
mean,0.9940384292747426,0.4951241764167564
std,0.0098718771785394,0.30233274564373885
