n_pca_comp,R2_train,R2_test
2,0.7061556264569121,0.46833367091694694
3,0.6681442928674736,0.17054594660891517
4,0.8162735488387587,0.08665041567617177
5,0.848600778242822,0.2176061874086152
6,0.8580249134474791,0.20773259482461062
7,0.8937875986352585,0.134226037193347
8,0.9041117731135331,0.13394389873392143
9,0.9093781198010996,0.31839288762949114
10,0.9126519076560553,0.38742208306225073
