n_pca_comp,R2_train,R2_test
2,0.6711972609993658,0.3420410780747952
3,0.6693930227747754,0.41861028958283525
4,0.6845989019432829,0.38064458712669047
5,0.6902736463032114,0.8897806320164503
6,0.6900957957549214,0.920217573575089
7,0.7378691968587572,0.8946371529558621
8,0.7198535028239281,0.8946661015092293
9,0.9999999999911584,0.7822026149973748
10,0.999999999981523,0.7759576159173011
