n_pca,train-avg,test-avg,train-std,test-std
2,0.6507958695019831,0.34694564115533433,0.04444962785560196,0.1763556727151609
3,0.8197816076839822,0.2051608103759225,0.1344080244196495,0.2182507958893939
4,0.9616566267970685,0.2679195824985896,0.036099865897672015,0.26426995707489553
5,0.9440264352801655,0.32645905888184845,0.03431683734742503,0.262486629855759
6,0.9955563913848862,0.32304950337237864,0.004920359688835163,0.2557331624292813
7,0.9987556985292041,0.3551689729224961,0.001934130341667857,0.2582647493704098
8,0.994678741785643,0.4991412359616292,0.007911260773155368,0.24106095568800096
9,0.9966173291616585,0.46485778276494544,0.006686455480357266,0.23438302648290502
10,0.9984206710534788,0.41187596200620863,0.0025545200367056613,0.24408066045081603
