n_pca_comp,R2_train,R2_test
2,0.6271004282773736,0.7525828691877584
3,0.4888568712863966,0.8204595825565744
4,0.5569010695821692,0.9298619519255786
5,0.696743762557644,0.9603160882149697
6,0.7088890811360791,0.9629340724516946
7,0.8024626310734788,0.8615710746836996
8,0.9999999997829223,0.8364713274251833
9,0.9999999999918241,0.8629312348085999
10,0.9134086388649204,0.8517580462063723
