n_pca_comp,R2_train,R2_test
2,0.5803729149613598,0.8425151397516064
3,0.45571222150055984,0.908372753592122
4,0.5881208082274316,0.8465263561616125
5,0.7240483678213074,0.9236023766737148
6,0.7213239007311405,0.9406092086168156
7,0.7723772852053518,0.9417348076241094
8,0.7745635863335222,0.9391837045741244
9,0.8863151965789884,0.9572020268125572
10,0.8946425706162577,0.9615599715176257
