,train,test
0,0.820968102878929,0.962671306449189
1,0.9203876263885654,0.928542771275057
2,0.8056380305246388,0.005394815239624986
3,0.6846196523607954,0.500975594868765
4,0.6804680658234861,0.31859438582309896
5,0.7497242625425596,0.46667242573627044
6,0.9999999999973175,0.12189611710191947
7,0.8806629406021568,0.8992234268905176
8,0.8626638079019058,0.3873958645307581
mean,0.8165260468247417,0.15655699120622074
std,0.10656604044016597,0.3518631924707731
