n_pca_comp,R2_train,R2_test
2,0.817121631611698,0.3992445781543109
3,0.9509836433746355,0.4457724171106198
4,0.9310078152738404,0.44789943448024944
5,0.9336101125255457,0.49397159067176943
6,0.9163221408874015,0.4881098738202679
7,0.9198921010449183,0.4469240632075331
8,0.912252494204998,0.44510593690196026
9,0.9444761289655502,0.4748572830575525
10,0.9426208399255821,0.49165680856137045
