,train,test
0,0.9801634048272216,0.9505307327696427
1,0.9909408779028688,0.0027954635517226977
2,0.9999999999981464,0.5743995182039883
3,0.9999999999991989,0.9576801289662394
4,0.9999999997315601,0.8547104383515525
5,0.9999999999988567,0.7209569900533707
6,0.9999999998079125,0.692545869725713
7,0.9999999998254216,0.04084863198781088
8,0.9999999997548972,0.8192822910463671
mean,0.996506617230847,0.5184392888182638
std,0.0069172301812055826,0.36260285800936615
