n_pca_comp,cv_mean_r2,cv_std_r2
2,0.15177655951245952,0.6523477478006543
3,-0.399656877668441,1.4144768269474073
4,-0.31320539824974947,1.0306119705473678
5,-0.01822895457220657,1.123695899281043
6,0.00938962433453483,0.9692000974327573
7,-0.2570659094434564,1.2096657134227395
8,-0.4379255322106935,1.4160751483949816
9,-0.11685686276074922,0.9752342671202531
10,-0.05825689221559329,0.9176238563539557
