n_pca_comp,R2_train,R2_test
2,0.7279812518094705,0.6560831932010438
3,0.6137870030125913,0.5692472951881697
4,0.795448559616337,0.6318908831646056
5,0.8356795349185938,0.6698722760252734
6,0.8499591563872682,0.664338094274548
7,0.8482814020184856,0.6569326479099293
8,0.832425223393479,0.655323663098912
9,0.9999999999836102,0.6923763821369202
10,0.9642301939178786,0.6872579760599057
