,train,test
0,0.7082568788253638,0.9413696149007585
1,0.8495433187132068,0.29168661989333006
2,0.8539481872440893,0.10143805936187192
3,0.5706165631865973,0.2655489800027635
4,0.5943342361683456,0.24480413624116842
5,0.6251281634260304,0.11343800696624076
6,0.9172409951808098,0.6101413402856489
7,0.7334208518429909,0.8850560790790167
8,0.7713237134785506,0.5958197025114889
mean,0.7380140222502313,0.1374485241353377
std,0.12318161693947334,0.31890173252684945
