n_pca_comp,R2_train,R2_test
2,0.7334019302200842,0.7191215571537531
3,0.710756001968102,0.32013017724796644
4,0.8077441044772637,0.3933442908264711
5,0.8129100231679567,0.6621250454470584
6,0.8114320479283164,0.703813058570637
7,0.8300396878796148,0.6904919357589047
8,0.8397717443865549,0.7642593333442834
9,0.9260822167811187,0.8709003361092263
10,0.9247364299618277,0.88495003326662
