Diameter distribution(Å)
2.196994000000000113e+01,1.691123999999999938e+01,1.193460999999999927e+01,7.011989999999999945e+00,2.335519999999999818e+00,6.660099999999999909e-01,5.892399999999999860e-01,5.471500000000000252e-01,5.163999999999999702e-01,7.661799999999999722e-01,1.219009999999999927e+00,1.251849999999999907e+00,1.287519999999999998e+00,1.326680000000000081e+00,1.365560000000000107e+00,1.359990000000000032e+00,1.363169999999999993e+00,1.374829999999999997e+00,1.395040000000000058e+00,1.418169999999999931e+00,1.449729999999999963e+00,1.508669999999999956e+00,2.117360000000000131e+00,6.059350000000000236e+00,1.092289000000000065e+01,1.641195000000000093e+01,2.188008999999999915e+01
