Diameter distribution(Å)
1.381199999999999939e+01,9.190730000000000288e+00,4.873700000000000365e+00,2.080560000000000187e+00,1.040859999999999896e+00,9.737900000000000444e-01,9.089599999999999902e-01,8.494699999999999473e-01,7.945499999999999785e-01,7.441499999999999782e-01,7.008999999999999675e-01,6.626900000000000013e-01,6.328300000000000036e-01,6.079799999999999649e-01,5.913100000000000023e-01,5.737799999999999567e-01,5.623000000000000220e-01,4.857299999999999951e-01,6.110600000000000476e-01,5.790499999999999536e-01,5.531599999999999850e-01,4.094499999999999806e-01,5.265900000000000025e-01,5.167599999999999971e-01,5.118500000000000272e-01,5.065899999999999848e-01,5.057599999999999874e-01,5.099900000000000544e-01,5.209099999999999842e-01,5.387100000000000222e-01,5.619499999999999496e-01,5.631699999999999484e-01,5.701000000000000512e-01,5.784899999999999487e-01,5.916000000000000147e-01,6.098200000000000287e-01,6.321700000000000097e-01,6.565100000000000380e-01,6.829300000000000370e-01,7.189799999999999525e-01,7.604400000000000048e-01,7.942599999999999660e-01,8.618799999999999795e-01,9.184400000000000341e-01,9.774300000000000210e-01,1.021409999999999929e+00,1.068389999999999951e+00,1.114589999999999970e+00,1.163880000000000026e+00,1.191100000000000048e+00,1.306980000000000031e+00,1.375229999999999952e+00,2.079930000000000057e+00,4.110829999999999984e+00,8.003769999999999385e+00,1.274929999999999986e+01,1.764413000000000054e+01
