Diameter distribution(Å)
1.620465000000000089e+01,1.365954999999999941e+01,1.181328000000000067e+01,1.131315999999999988e+01,1.085784999999999911e+01,1.046937999999999924e+01,1.049008000000000074e+01,1.039554000000000045e+01,1.030081999999999987e+01,1.020616000000000057e+01,1.011158999999999963e+01,1.001728999999999914e+01,9.923049999999999926e+00,9.796340000000000714e+00,9.717990000000000350e+00,9.626150000000000873e+00,9.532260000000000844e+00,9.442080000000000695e+00,9.352259999999999351e+00,9.261870000000000047e+00,9.171770000000000422e+00,9.046409999999999840e+00,8.987049999999999983e+00,8.859650000000000247e+00,8.811999999999999389e+00,8.722459999999999880e+00,8.629699999999999704e+00,8.546070000000000277e+00,8.462500000000000355e+00,8.375460000000000349e+00,8.288700000000000401e+00,8.202059999999999462e+00,8.115830000000000766e+00,8.030590000000000117e+00,7.945059999999999789e+00,7.860389999999999766e+00,7.776239999999999597e+00,7.692739999999999689e+00,7.609740000000000393e+00,7.527059999999999640e+00,7.444899999999999629e+00,7.363369999999999749e+00,7.282440000000000246e+00,7.202060000000000350e+00,7.122250000000000192e+00,7.042040000000000077e+00,6.961229999999999585e+00,6.881160000000000387e+00,6.801730000000000054e+00,6.721899999999999764e+00,6.642529999999999824e+00,6.561810000000000365e+00,6.481760000000000410e+00,6.407189999999999941e+00,6.333230000000000359e+00,6.257600000000000051e+00,6.182349999999999568e+00,6.101939999999999920e+00,6.021589999999999776e+00,5.942580000000000418e+00,5.864230000000000054e+00,5.783570000000000100e+00,5.703280000000000349e+00,5.619860000000000078e+00,5.536870000000000402e+00,5.454939999999999678e+00,5.373509999999999565e+00,5.291430000000000078e+00,5.212740000000000151e+00,5.134739999999999860e+00,5.057920000000000194e+00,4.981679999999999886e+00,4.905429999999999957e+00,4.829519999999999591e+00,4.754900000000000126e+00,4.679389999999999716e+00,4.604379999999999917e+00,4.529709999999999681e+00,4.455189999999999984e+00,4.380399999999999849e+00,4.306449999999999889e+00,4.233139999999999681e+00,4.160840000000000316e+00,4.085600000000000342e+00,4.011199999999999655e+00,3.924650000000000194e+00,3.838490000000000180e+00,3.751520000000000188e+00,3.665369999999999795e+00,3.581210000000000004e+00,3.496970000000000134e+00,3.414600000000000080e+00,3.332920000000000105e+00,3.252390000000000114e+00,3.172750000000000181e+00,3.096060000000000034e+00,3.020529999999999937e+00,2.946969999999999867e+00,2.874519999999999964e+00,2.804590000000000138e+00,2.736400000000000166e+00,2.669669999999999987e+00,2.604569999999999830e+00,2.535849999999999937e+00,2.468890000000000029e+00,2.403929999999999900e+00,2.341130000000000155e+00,2.279910000000000103e+00,2.221119999999999983e+00,2.163650000000000073e+00,2.108709999999999862e+00,2.058889999999999887e+00,2.008319999999999883e+00,1.964360000000000106e+00,1.917720000000000091e+00,1.878940000000000055e+00,1.839869999999999894e+00,1.802789999999999893e+00,1.767320000000000002e+00,1.727850000000000108e+00,1.691210000000000102e+00,1.628900000000000015e+00,1.633899999999999908e+00,1.620770000000000044e+00,1.609839999999999938e+00,1.599909999999999943e+00,1.592919999999999892e+00,1.591120000000000090e+00,1.585769999999999902e+00,1.575990000000000002e+00,1.569180000000000019e+00,1.563940000000000108e+00,1.561579999999999968e+00,1.561560000000000059e+00,1.559719999999999995e+00,1.541309999999999958e+00,1.522720000000000073e+00,1.504389999999999894e+00,1.488129999999999953e+00,1.478150000000000075e+00,1.466800000000000104e+00,1.447230000000000016e+00,1.430790000000000006e+00,1.417380000000000084e+00,1.406670000000000087e+00,1.401210000000000067e+00,1.398940000000000072e+00,1.389979999999999993e+00,1.381909999999999972e+00,1.378849999999999909e+00,1.378149999999999986e+00,1.375329999999999941e+00,1.393659999999999899e+00,1.410840000000000094e+00,1.433780000000000054e+00,1.459000000000000075e+00,1.486469999999999958e+00,1.508890000000000065e+00,1.534229999999999983e+00,1.565039999999999987e+00,1.596850000000000103e+00,1.629420000000000091e+00,1.664639999999999898e+00,1.705149999999999944e+00,1.745309999999999917e+00,1.792580000000000062e+00,1.839499999999999913e+00,1.889669999999999961e+00,1.940800000000000081e+00,1.990210000000000035e+00,2.041490000000000027e+00,2.077409999999999979e+00,2.164130000000000109e+00,2.229150000000000187e+00,2.308310000000000084e+00,2.380129999999999857e+00,2.452949999999999964e+00,2.516849999999999810e+00,2.581630000000000091e+00,2.631629999999999914e+00,2.683339999999999836e+00,2.675069999999999837e+00,2.822690000000000143e+00,2.887249999999999872e+00,2.957939999999999792e+00,3.028500000000000192e+00,3.114209999999999923e+00,3.274729999999999919e+00,3.846600000000000019e+00,6.390609999999999680e+00,9.529510000000000147e+00,1.357897999999999961e+01,1.799683999999999884e+01
