,train,test
1,0.9999999999998721,0.000516553061770351
2,0.9999999999967444,0.16092183452693817
3,0.9999999999936859,0.0020231514464835814
mean,0.9999999993304651,4.406033971030492e-05
std,3.0931459986879043e-12,0.0921781930513894
