,train,test
1,0.513479023743455,0.6706215088340804
2,0.8506378873916118,0.015306084061670108
3,0.4852216276322614,0.5947471119785166
mean,0.5793737966394461,0.20333653884707434
std,0.20330749398715173,0.3584566768049225
