,train,test
1,0.99999999976413,0.020809071206956995
2,0.9950345682530913,0.021474406576560114
3,0.8921938272684651,0.02285504468836047
mean,0.29022979850193376,0.08152314589680941
std,0.06085918767192957,0.0010436187231940305
