,train,test
1,0.9999999999989146,0.1413938249473142
2,0.9999999999130793,0.06173531501635946
3,0.9999999999992228,0.07562673220474737
mean,0.39978104395076036,0.0441511673707548
std,4.9646264214396736e-11,0.04255145936340147
